url,is_paid,course_by,title,skills,ratings,reviews,"level, type and duration"
https://www.coursera.org/learn/working-for-a-sustainable-future,FALSE,Lund University,Working for a sustainable future: concepts and approaches,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.7,(504 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/bridging-strategy-design-delivery-gap,FALSE,Brightline Initiative,Bridging the Gap between Strategy Design and Delivery,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations, Bayesian Statistics, General Statistics, Probability & Statistics",4.8,(623 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/happiness,FALSE,Indian School of Business,A Life of Happiness and Fulfillment,"Computer Graphic Techniques, Computer Graphics, Algorithms, Design and Product, Geometry, Graphics Software, Mathematics, Theoretical Computer Science",4.3,(1.8k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/sustainable-digital-innovation,FALSE,EIT Digital,Sustainable Digital Innovation,Human Learning,4.7,(193 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/sql-for-data-science-de,FALSE,"University of California, Davis",SQL for Data Science,"Business Analysis, Data Analysis, Data Analysis Software, Microsoft Excel, Spreadsheet Software",4.8,(1.2k reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/mri-fundamentals,FALSE,Korea Advanced Institute of Science and Technology(KAIST),MRI Fundamentals,"Entrepreneurship, Leadership and Management, Marketing, Decision Making, Market Analysis, Market Research, Research and Design, Sales, Strategy, Strategy and Operations",4.8,(2.2k reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/projects/business-analysis-process-management,FALSE,Coursera Project Network,Business Analysis & Process Management,"Entrepreneurship, Finance, Leadership and Management",4.7,(303 reviews),Beginner · Guided Project · Less Than 2 Hours
https://www.coursera.org/learn/one-health-pandemic-preparedness-prevention-and-response,FALSE,Politecnico di Milano,"One Health: Pandemic preparedness, prevention, and response","Entrepreneurship, Leadership and Management, Planning, Supply Chain and Logistics",4.7,(226 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/media,FALSE,University of Pennsylvania,English for Media Literacy,"Communication, Computer Graphics, Graphic Design, Research and Design, Visual Design, Design and Product",4.8,(2.6k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/arts-culture-strategy,FALSE,University of Pennsylvania,Arts and Culture Strategy,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Business Psychology, Organizational Development, Adaptability, Innovation, Research and Design",4.7,(358 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/home-care,FALSE,The State University of New York,Foundations for Assisting in Home Care,"Linux, Operating Systems, Theoretical Computer Science, Algorithms, Systems Design",4.8,(2.4k reviews),Mixed · Course · 3-6 Months
https://www.coursera.org/learn/magic-middle-ages,FALSE,Universitat de Barcelona,Magic in the Middle Ages,"Mathematics, Mathematical Theory & Analysis",4.8,(341 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/fluid-power,FALSE,University of Minnesota,Fundamentals of Fluid Power,"Entrepreneurship, Innovation, Problem Solving, Research and Design",4.8,(1.3k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/global-financial-crisis,FALSE,Yale University,The Global Financial Crisis,"Communication, Marketing, Advertising, Business Communication, Digital Marketing, Social Media",4.7,(714 reviews),Mixed · Course · 3-6 Months
https://www.coursera.org/learn/our-earth,FALSE,University of Manchester,"Our Earth: Its Climate, History, and Processes","Leadership and Management, Entrepreneurship, Business Psychology, Human Resources, Organizational Development, Finance, Investment Management, Marketing, People Development, Recruitment, Sales, Strategy, Strategy and Operations",4.8,(341 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/designing-future-of-work,FALSE,UNSW Sydney (The University of New South Wales),Designing the Future of Work,"Experiment, Machine Learning, Probability & Statistics",4.4,(848 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/success,FALSE,University of Michigan,The Science of Success: What Researchers Know that You Should Know,Data Analysis,4.9,(467 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/climate-science,FALSE,The World Bank Group,From Climate Science to Action,Communication,4.8,(769 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/solar-cells,FALSE,Technical University of Denmark (DTU),Introduction to solar cells,"BlockChain, Business Psychology, Combinatorics, Computer Graphics, Culture, Entrepreneurship, Finance, Graph Theory, Graphic Design, Human Computer Interaction, Interactive Design, Leadership and Management, Marketing, Mathematical Theory & Analysis, Mathematics, Sales, Strategy, Strategy and Operations, Virtual Reality",4.9,(899 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/future-education,FALSE,University of London,What future for education?,"Communication, Business Psychology, Emotional Intelligence, Entrepreneurship, Human Resources, Leadership and Management, People Development, Storytelling",4.5,(173 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/thoracic-oncology,FALSE,University of Michigan,Thoracic Oncology,"Data Visualization, Geovisualization, Budget Management, Entrepreneurship, Epidemiology, Finance, Innovation, Probability & Statistics, Procurement, Research and Design, Supply Chain and Logistics",4.8,(930 reviews),Advanced · Course · 1-3 Months
https://www.coursera.org/learn/learning-knowledge-human-development,FALSE,University of Illinois at Urbana-Champaign,"Learning, Knowledge, and Human Development","Business Psychology, Entrepreneurship, Human Learning, Human Resources, Leadership and Management, People Development, Business Analysis, Critical Thinking, Professional Development, Research and Design, Strategy and Operations",4.4,(255 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/finite-element-method,FALSE,University of Michigan,The Finite Element Method for Problems in Physics,"Critical Thinking, Research and Design, Strategy and Operations, Creativity, Entrepreneurship",4.6,(354 reviews),Intermediate · Course · 3-6 Months
https://www.coursera.org/learn/internet-history,FALSE,University of Michigan,"Internet History, Technology, and Security","Leadership and Management, Critical Thinking, Epidemiology, Strategy and Operations",4.5,(1.1k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/datascimed,FALSE,The University of Edinburgh,Data Science in Stratified Healthcare and Precision Medicine,"Leadership and Management, Entrepreneurship, Conflict Management, Human Resources",4.6,(1.4k reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/machinetranslation,FALSE,Karlsruhe Institute of Technology,Machine Translation,"Collaboration, Communication, Leadership and Management, Conflict Management, Human Resources",4.5,(325 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/digitalgovernance,FALSE,Erasmus University Rotterdam,Digital Governance,"Data Visualization, Scientific Visualization",4.9,(1.4k reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/blockchain-security,FALSE,Infosec,Blockchain Security,"Business Psychology, Culture, Leadership and Management, Computer Graphics, Human Computer Interaction, Interactive Design",4.6,(255 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/personalizedmed,FALSE,Vanderbilt University,Case Studies in Personalized Medicine,"Big Data, Data Management, Human Computer Interaction, Business Psychology, Culture, Leadership and Management, Communication, Marketing, Social Media",4.8,(2.7k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/ordinary-differential-equations,FALSE,Korea Advanced Institute of Science and Technology(KAIST),Differential Equations Part I Basic Theory,"Data Management, Computer Networking, Security Engineering, Security Strategy",4.6,(445 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/3d-cad-fundamental,FALSE,National Taiwan University,3D CAD Fundamental,"Business Psychology, Culture, Leadership and Management",4.8,(3.2k reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/energy-business,FALSE,University of Colorado System,Fundamentals of Global Energy Business,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.8,(1.5k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/design-language,FALSE,California Institute of the Arts,The Language of Design: Form and Meaning,"Epidemiology, Probability & Statistics, Planning, Sales, Strategy and Operations, Supply Chain and Logistics",4.8,(1.1k reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/linux-kernel-programming-yocto-project,FALSE,University of Colorado Boulder,Linux Kernel Programming and Introduction to Yocto Project,"Research and Design, Probability & Statistics, General Statistics, Data Analysis, Business Analysis, Epidemiology, Experiment, Statistical Analysis, Correlation And Dependence",4.8,(256 reviews),Advanced · Course · 1-4 Weeks
https://www.coursera.org/learn/mastering-statics,FALSE,The Hong Kong University of Science and Technology,Mastering Statics,"Business Psychology, Culture, Leadership and Management, Communication, FinTech, Finance, Marketing, Social Media",4.8,(2.2k reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/contracts-2,FALSE,Yale University,American Contract Law II,"Mathematics, Graph Theory",4.5,(178 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/brilliant-passionate-you,FALSE,University of Michigan,"Brilliant, Passionate You","Computer Graphic Techniques, Computer Graphics, Computer Vision, Mathematics, General Statistics, Machine Learning, Mathematical Theory & Analysis, Probability & Statistics, Theoretical Computer Science, Algorithms, Computational Logic, Data Analysis, Data Analysis Software, Linear Algebra",4.7,(813 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/gastronomy,FALSE,The Hong Kong University of Science and Technology,The Science of Gastronomy,"Critical Thinking, Research and Design, Strategy and Operations",4.8,(814 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/introductiontoprobability,FALSE,University of Zurich,An Intuitive Introduction to Probability,"Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Business Analysis, Critical Thinking, Strategy and Operations, Mathematics",4.6,(1.4k reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/health-humanitarianism,FALSE,University of Manchester,Global Health and Humanitarianism,"Collaboration, Communication, Leadership and Management, Business Psychology, Culture, Entrepreneurship",4.5,(1.2k reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/introduction-to-embedded-machine-learning,FALSE,Edge Impulse,Introduction to Embedded Machine Learning,"Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations",4.8,(174 reviews),Intermediate · Course · 1-4 Weeks
https://www.coursera.org/learn/international-business,FALSE,University of New Mexico,International Business I,"Cyberattacks, Operating Systems, Security Engineering, Computer Networking, Network Security, System Security, Computer Security Incident Management, Mobile Development, Mobile Security, Security Strategy, Software Security, System Software",4.7,(568 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/literacy-teaching-learning,FALSE,University of Illinois at Urbana-Champaign,"Literacy Teaching and Learning: Aims, Approaches and Pedagogies","Marketing, Leadership and Management, Communication, Advertising, Brand Management, Public Relations",4.9,(282 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/uol-public-history,FALSE,University of London,"Applied Public History: Places, People, Stories","Computer Programming, Programming Principles, Algorithms, Theoretical Computer Science",4.7,(1k reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/teaching,FALSE,Commonwealth Education Trust,Foundations of Teaching for Learning: Introduction,"Supply Chain and Logistics, Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy, Strategy and Operations, Design and Product, Planning, Procurement, Product Lifecycle",4.3,(38 reviews),Mixed · Course · 1-4 Weeks
https://www.coursera.org/learn/360-vr-video-production,FALSE,Google AR & VR,VR and 360 Video Production,"Accounting, Audit, Finance, Leadership and Management, Risk Management",4.7,(103 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/projects/use-canva-to-create-social-media-visuals-for-business,FALSE,Coursera Project Network,Use Canva to Create Social Media Visuals for Business,"Material Handling, Supply Chain and Logistics, Strategy and Operations, Business Analysis, Critical Thinking, Data Visualization, Design and Product, Entrepreneurship, Product Management, Research and Design, Scientific Visualization",4.7,(88 reviews),Beginner · Guided Project · Less Than 2 Hours
https://www.coursera.org/learn/fundamentals-population-health-management,FALSE,Universiteit Leiden,Population Health: Fundamentals of Population Health Management,"Computer Programming, Java Programming, Mobile Development, Programming Principles",4.8,(1k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/film-images,FALSE,University of London,"Film, Images & Historical Interpretation in the 20th Century: The Camera Never Lies","Data Analysis, Microsoft Excel, Business Analysis, Data Analysis Software, Spreadsheet Software, Accounting, Audit, Calculus, Data Visualization, General Statistics, Mathematics, Probability & Statistics, Statistical Visualization",4.1,(372 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/computer-vision-with-embedded-machine-learning,FALSE,Edge Impulse,Computer Vision with Embedded Machine Learning,"Leadership and Management, Professional Development",4.4,(8 reviews),Intermediate · Course · 1-4 Weeks
https://www.coursera.org/learn/3d-modeling-rhinoscript,FALSE,University of Michigan,Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,"Game Theory, Mathematics, Behavioral Economics, Business Psychology",4.7,(194 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/water-management,FALSE,University of Geneva,Water Resources Management and Policy,"Business Psychology, Communication, Entrepreneurship, Human Learning, Human Resources, Leadership and Management, People Development, Culture, Resilience",4.7,(174 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/infection-prevention,FALSE,The University of North Carolina at Chapel Hill,Infection Prevention in Nursing Homes,"Computer Programming, Python Programming, Statistical Programming, Data Analysis, Data Mining",4.5,(320 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/mastering-digital-twins,FALSE,EIT Digital,Mastering Digital Twins,"Finance, Leadership and Management, Accounting, Business Development, Contract Management, General Accounting, Investment Management, Sales, Strategy and Operations",4.8,(52 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/wireless-communications,FALSE,Yonsei University,Wireless Communications for Everybody,"Epidemiology, Probability & Statistics, Data Visualization, General Statistics, Scientific Visualization, Research and Design, Strategy and Operations, Business Analysis, Critical Thinking, Design and Product, Human Computer Interaction, Operations Research, User Research",4.5,(512 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/complex-analysis,FALSE,Wesleyan University,Introduction to Complex Analysis,"Human Computer Interaction, Machine Learning, Natural Language Processing, User Experience",4.8,(2.6k reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/richard-schechners-introduction-to-performance-studies,FALSE,New York University,Richard Schechner's Introduction to Performance Studies,"Data Management, Databases, SQL, Statistical Programming, Computer Programming, Python Programming",4.7,(122 reviews),Beginner · Course · 3-6 Months
https://www.coursera.org/learn/learning-how-to-learn-youth,FALSE,Arizona State University,Learning How To Learn for Youth,"Communication, Marketing, Social Media, Leadership and Management, Professional Development",4.9,(10 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/ibm-building-cloud-native-and-multicloud,FALSE,IBM Skills Network,Building Cloud Native and Multicloud,"Security Engineering, Cyberattacks, Operating Systems, System Security, Computer Networking, Computer Security Incident Management, Network Security, Theoretical Computer Science, Computer Architecture, Cryptography, Software Engineering, Software Security, Distributed Computing Architecture, Internet Of Things, Mobile Development, Mobile Security, Network Architecture, Software Architecture, Communication",4.8,(185 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/data-management,FALSE,The University of North Carolina at Chapel Hill,Research Data Management and Sharing,"Data Visualization, Scientific Visualization, Computer Graphic Techniques, Computer Graphics",4.6,(294 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/teaching-plan,FALSE,Commonwealth Education Trust,Foundations of Teaching for Learning: Planning for Teaching and Learning,"Leadership and Management, Entrepreneurship, Human Resources, Marketing, Brand Management, Leadership Development, Strategy and Operations, Change Management, Communication, Research and Design, Sales, Account Management, Advertising, Bioinformatics, Business Psychology, Human Learning, Innovation, Planning, Probability & Statistics, Project Management, Strategy, Supply Chain and Logistics",4.8,(58 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/acute-stroke-race-scale,FALSE,Universitat de Barcelona,Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale,"Computer Programming, Python Programming, Statistical Programming",4.8,(790 reviews),Intermediate · Course · 1-4 Weeks
https://www.coursera.org/learn/international-organizations,FALSE,University of Geneva,International Organizations for Interpreters,"Communication, Leadership and Management, Change Management, Collaboration, Conflict Management, Human Resources, Strategy and Operations",4.8,(173 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/how-to-create-an-online-course,FALSE,The University of Edinburgh,How to Create an Online Course,"Epidemiology, Probability & Statistics, Entrepreneurship, Leadership and Management, Finance, Marketing, Regulations and Compliance, Sales, Strategy, Strategy and Operations",4.6,(754 reviews),Intermediate · Course · 1-4 Weeks
https://www.coursera.org/learn/blockchain-scalability,FALSE,The University of Sydney,Blockchain Scalability and its Foundations in Distributed Systems,"Mathematics, Entrepreneurship, Leadership and Management, Problem Solving, Research and Design, Linear Algebra",4.8,(1.4k reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/global-quality-maternal-and-newborn-care,FALSE,Yale University,Global Quality Maternal and Newborn Care,"Business Analysis, Critical Thinking, Research and Design, Strategy and Operations",4.7,(562 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/security-privacy-big-data-protection,FALSE,EIT Digital,Security and Privacy for Big Data - Part 2,"Communication, Business Psychology, Clinical Data Management, Data Management, Emotional Intelligence, Entrepreneurship, Human Learning, Leadership and Management, Planning, Supply Chain and Logistics, Change Management",4.6,(1.4k reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/evolvinguniverse,FALSE,Caltech,The Evolving Universe,"Web Design, Web Development",4.7,(2.1k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/digital,FALSE,Northwestern University,Fundamentals of Digital Image and Video Processing,"Business Psychology, Culture, Leadership and Management, Mathematics",4.6,(170 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/data-cybersecurity,FALSE,Campus BBVA,Data & Cybersecurity,"Accounting, Business Analysis, Business Intelligence, Clinical Data Management, Computer Graphics, Data Management, Data Visualization, Database Application, Databases, E-Commerce, Entrepreneurship, Human Computer Interaction, Innovation, Interactive Data Visualization, Interactive Design, Research and Design, Sales, Strategy, Strategy and Operations, Advertising, Artificial Neural Networks, Bioinformatics, Brand Management, Communication, Computer Architecture, Computer Programming, Computer Programming Tools, Machine Learning, Machine Learning Algorithms, Marketing, Microarchitecture, Probability & Statistics, Theoretical Computer Science",4.7,(563 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/music-ensembles,FALSE,The University of North Carolina at Chapel Hill,Fundamentals of Rehearsing Music Ensembles,"Data Visualization, Scientific Visualization",4.5,(1.4k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/sport-sponsorship,FALSE,University of Barcelona,Sport Sponsorship. Let them Play,"MarTech, Social Media, Software Engineering, Software Engineering Tools, Web Design, Web Development, Web Development Tools, Computer Science, Digital Marketing, Marketing",4.8,(526 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/human-spaceflight,FALSE,University of Houston,A Brief History of Human Spaceflight,"Business Psychology, Culture, Leadership and Management",4.1,(870 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/greening-the-economy,FALSE,Lund University,Greening the Economy: Lessons from Scandinavia,"Internet Of Things, Information Technology, Computer Science, Computer Networking, Computer Programming, Network Architecture, Python Programming, Computer Architecture, Computer Graphics, Human Computer Interaction, Interactive Design, Networking Hardware, Other Programming Languages, Software Engineering, Statistical Programming",4.7,(961 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/probability-statistics,FALSE,University of London,Probability and Statistics: To p or not to p?,"Finance, Risk Management, Algorithms, Behavioral Economics, BlockChain, Business Psychology, Human Computer Interaction, Human Factors (Security), Market Analysis, Marketing, Probability & Statistics, Regulations and Compliance, Security Engineering, Theoretical Computer Science",4.7,(729 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/memory-and-movies,FALSE,Wesleyan University,Understanding Memory: Explaining the Psychology of Memory through Movies,"Behavioral Economics, Business Psychology, Econometrics, Probability & Statistics",4.7,(407 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/high-throughput,FALSE,Georgia Institute of Technology,Introduction to High-Throughput Materials Development,"Entrepreneurship, Innovation, Leadership and Management, Research and Design, Design and Product, Product Strategy",4.7,(315 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/cybersecurity-policy-foundations,FALSE,Infosec,Cybersecurity Policy Foundations,"Entrepreneurship, Business Analysis, Research and Design, Sales, Strategy and Operations, Business Development, Business Intelligence, Business Process Management, Business Research, Communication, Data Management, Human Computer Interaction, Innovation, Marketing, Negotiation, Project Management, User Experience",4.8,(132 reviews),Mixed · Course · 1-4 Weeks
https://www.coursera.org/learn/educating-deaf-children,FALSE,University of Cape Town,Educating Deaf Children: Becoming an Empowered Teacher,"Epidemiology, Probability & Statistics, Supply Chain and Logistics",4.8,(923 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/programming-languages-part-c,FALSE,University of Washington,"Programming Languages, Part C","Software Engineering, Software Testing, Entrepreneurship, Leadership and Management, Problem Solving, Research and Design",4.9,(2.4k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/understanding-modern-physics-1-relativity-and-cosmology,FALSE,The Hong Kong University of Science and Technology,Understanding Modern Physics I: Relativity and Cosmology,"Leadership and Management, Business Psychology, Communication, Culture, Entrepreneurship, Planning, Supply Chain and Logistics",4.8,(479 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/leading-diverse-teams,FALSE,"University of California, Irvine",Leading Diverse Teams,"Accounting, Business Analysis, Data Analysis, Financial Analysis, Finance",5,(7 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/operations-research-theory,FALSE,National Taiwan University,Operations Research (3): Theory,"Data Analysis, Microsoft Excel",4.7,(245 reviews),Advanced · Course · 1-3 Months
https://www.coursera.org/learn/foundx-course,FALSE,The University of Tokyo,FoundX Startup School Course,"Communication, Computer Graphics, Graphic Design, Marketing, Research and Design, Social Media, Visual Design, Web Design, Web Development, Business, Computer Programming",4.5,(224 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/projects/create-your-ecommerce-store-with-shopify,FALSE,Coursera Project Network,Create your e-commerce store with Shopify,"Business Analysis, Data Analysis, Data Analysis Software, Leadership and Management, Microsoft Excel, Project Management, Spreadsheet Software, Strategy and Operations, Entrepreneurship",4.7,(717 reviews),Beginner · Guided Project · Less Than 2 Hours
https://www.coursera.org/learn/exoplanets,FALSE,University of Geneva,The Diversity of Exoplanets,"Finance, BlockChain, Cryptography, FinTech, Security Engineering, Theoretical Computer Science, Investment Management",4.6,(236 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/learning-assessment,FALSE,Commonwealth Education Trust,Foundations of Teaching for Learning: Introduction to Student Assessment,"Leadership and Management, Data Analysis, Entrepreneurship, Research and Design, Applied Machine Learning, ArcGIS, Biostatistics, Business Analysis, Business Psychology, Critical Thinking, Machine Learning, Market Research, Organizational Development, Planning, Probability & Statistics, Problem Solving, Statistical Machine Learning, Statistical Programming, Strategy and Operations",4.8,(59 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/projects/get-started-with-jira,FALSE,Coursera Project Network,Get started with Jira,"Business Psychology, Culture, Leadership and Management",4.8,(911 reviews),Beginner · Guided Project · Less Than 2 Hours
https://www.coursera.org/learn/cybersecurity-for-managers,FALSE,Campus BBVA,Cybersecurity for Managers,"Finance, Risk Management",4.4,(249 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/global-health-diplomacy,FALSE,The State University of New York,Global Health Diplomacy,"Business Analysis, Critical Thinking, Leadership and Management, Research and Design, Strategy and Operations",4.5,(128 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/leadership-excellence-sport,FALSE,ESSEC Business School,Leadership Excellence Sport,"Computer Programming, Computer Science, Other Programming Languages, Computational Logic, Computer Programming Tools, Mathematical Theory & Analysis, Mathematics, Programming Principles, Theoretical Computer Science",4.7,(195 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/get-hired,FALSE,The State University of New York,Job Success: Get Hired or Promoted in 3 Steps,"Virtual Reality, Computer Programming, Computer Architecture, Computer Graphics, Computer Networking, Human Computer Interaction, Interactive Design, Internet Of Things, Network Architecture, Software Engineering, Computational Logic, Theoretical Computer Science, Algorithms, Mathematics",4.5,(105 reviews),Beginner · Course · 1-4 Weeks
https://www.coursera.org/learn/healthcarejobs,FALSE,Northwestern University,Career 911: Your Future Job in Medicine and Healthcare,"Computer Programming, Python Programming, Statistical Programming, Mathematics, Mathematical Theory & Analysis, Operations Research, Research and Design, Strategy and Operations, Artificial Neural Networks, Computational Thinking, Deep Learning, Differential Equations, Machine Learning, Algebra, Algorithms, Other Programming Languages, Probability & Statistics, Theoretical Computer Science, Computer Graphic Techniques, Computer Graphics, Software Architecture, Software Engineering",4.8,(9 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/philosophy-science-religion-2,FALSE,The University of Edinburgh,"Philosophy, Science and Religion: Philosophy and Religion","Project Management, Strategy and Operations, Entrepreneurship, Leadership and Management, Marketing, Sales, Strategy",4.7,(50 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/teach-violin-lessons,FALSE,Northwestern University,Teaching the Violin and Viola: Creating a Healthy Foundation,"Graph Theory, Mathematics",4.6,(73 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/material-informatics,FALSE,Georgia Institute of Technology,Materials Data Sciences and Informatics,"Computer Networking, Information Technology, Software-Defined Networking, Computer Architecture, Network Architecture",4.5,(23 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/copyright-for-education,FALSE,Duke University,Copyright for Educators & Librarians,"Business Psychology, Entrepreneurship, Human Learning, Deep Learning, Machine Learning",4.5,(1.3k reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/international-health-regulations,FALSE,University of Geneva,"Global Health Security, Solidarity and Sustainability through the International Health Regulations","Security Engineering, Operating Systems, System Security, Computer Security Incident Management, Computer Networking, Cyberattacks, Network Security, Theoretical Computer Science, Cryptography, Mobile Development, Mobile Security, Security Strategy, Software Security, Computer Architecture, Contract Management, Distributed Computing Architecture, E-Commerce, Network Architecture, Operations Management, Sales, Software Architecture, Software Engineering, Strategy and Operations, System Software",4.7,(611 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/liderazgo-educativo,FALSE,Pontificia Universidad Católica de Chile,Liderazgo Instruccional: Perspectiva Global y Prácticas Locales,"Accounting, Audit, Communication, Data Management, Database Administration, Databases, Software Engineering, Business Psychology, Entrepreneurship, Human Computer Interaction, Mathematics, Probability & Statistics, Account Management, Algebra, Business Analysis, Business Communication, Cash Management, Computer Programming, Data Analysis, Employee Relations, Exploratory Data Analysis, Human Resources, Leadership and Management, Market Research, Organizational Development, Research and Design, SQL, Sales, Security Engineering, Software Security, Software Testing, Spreadsheet Software, Statistical Programming, Critical Thinking",4.8,(254 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/motion-and-kinetics,FALSE,Georgia Institute of Technology,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,"Digital Marketing, Front-End Web Development, Marketing, Web Design, Web Development, Web Development Tools, Computer Programming, Computer Programming Tools, Public Relations",4.7,(421 reviews),Mixed · Course · 1-3 Months
https://www.coursera.org/learn/childbirth,FALSE,Emory University,Childbirth: A Global Perspective,"Cryptography, Network Security",4.6,(221 reviews),Intermediate · Course · 1-3 Months
https://www.coursera.org/learn/science-literacy,FALSE,University of Alberta,Science Literacy,"Deep Learning, Machine Learning, Mathematics",5,(57 reviews),Beginner · Course · 1-3 Months
https://www.coursera.org/learn/intro-indoor-air-quality,FALSE,The Hong Kong University of Science and Technology,Introduction to Indoor Air Quality,"Data Analysis, Probability & Statistics, Operations Research, Strategy and Operations",4.6,(143 reviews),Beginner · Course · 1-4 Weeks
