advertiserurl,company,employmenttype_jobstatus,jobdescription,skills,cluster_predicted
336,400,102,188,1298,2
394,390,146,415,2040,5
394,390,146,415,1427,2
394,390,146,415,519,3
97,181,230,605,1763,5
24,139,129,21,1596,5
626,435,198,599,1966,5
626,435,198,599,976,3
626,435,198,599,430,4
626,435,198,599,270,4
626,435,198,599,659,3
626,435,198,599,619,3
626,435,198,599,63,4
626,435,198,599,970,3
626,435,198,599,903,3
626,435,198,599,555,3
626,435,198,599,565,3
134,158,20,154,1668,5
224,308,237,659,1759,5
212,423,146,556,2061,5
212,423,146,556,913,1
212,423,146,556,1389,2
212,423,146,556,835,1
212,423,146,556,349,0
212,423,146,556,73,0
212,423,146,556,1059,1
265,107,221,296,1736,5
265,107,221,296,1104,1
265,107,221,296,446,0
265,107,221,296,193,0
265,107,221,296,739,1
265,107,221,296,93,0
265,107,221,296,362,0
265,107,221,296,850,1
265,107,221,296,1153,2
265,107,221,296,1104,1
265,107,221,296,446,0
265,107,221,296,193,0
265,107,221,296,739,1
265,107,221,296,93,0
265,107,221,296,362,0
265,107,221,296,850,1
265,107,221,296,1152,2
583,107,221,299,1785,5
583,107,221,299,1016,3
583,107,221,299,740,3
583,107,221,299,638,3
583,107,221,299,686,3
583,107,221,299,555,3
583,107,221,299,610,3
583,107,221,299,418,4
583,107,221,299,758,3
583,107,221,299,536,3
583,107,221,299,1016,3
583,107,221,299,740,3
583,107,221,299,638,3
583,107,221,299,686,3
583,107,221,299,555,3
583,107,221,299,610,3
583,107,221,299,418,4
583,107,221,299,758,3
583,107,221,299,535,3
351,472,19,118,1657,5
351,472,19,118,851,1
351,472,19,118,37,0
351,472,19,118,610,3
351,472,19,118,686,1
351,472,19,118,107,0
351,472,19,118,1084,2
351,472,19,118,1004,1
351,472,19,118,577,3
351,472,19,118,1200,2
351,472,19,118,0,0
658,73,146,417,1711,5
658,73,146,417,610,3
658,73,146,417,1172,2
658,73,146,417,938,3
658,73,146,417,686,3
658,73,146,417,109,4
658,73,146,417,710,3
658,73,146,417,758,3
658,73,146,417,267,4
658,73,146,417,862,3
658,73,146,417,384,4
658,73,146,417,68,4
658,73,146,417,135,4
658,73,146,417,800,3
658,73,146,417,818,3
658,73,146,417,52,4
618,73,146,48,1887,5
618,73,146,48,903,3
618,73,146,48,555,3
618,73,146,48,323,4
618,73,146,48,718,3
618,73,146,48,438,4
618,73,146,48,193,4
618,73,146,48,52,4
618,73,146,48,686,3
618,73,146,48,790,3
557,283,146,695,1793,5
557,283,146,695,446,4
557,283,146,695,196,4
557,283,146,695,158,4
557,283,146,695,27,4
557,283,146,695,866,3
557,283,146,695,93,4
557,283,146,695,360,4
557,283,146,695,143,4
619,338,146,529,1793,5
619,338,146,529,624,3
619,338,146,529,97,4
619,338,146,529,718,3
619,338,146,529,686,3
619,338,146,529,555,3
619,338,146,529,624,3
619,338,146,529,97,4
619,338,146,529,718,3
619,338,146,529,686,3
690,134,146,82,1897,5
690,134,146,82,95,4
690,134,146,82,158,4
690,134,146,82,1077,2
690,134,146,82,66,4
690,134,146,82,686,3
690,134,146,82,1109,2
690,134,146,82,308,4
690,134,146,82,740,3
690,134,146,82,438,4
690,134,146,82,193,4
690,134,146,82,562,3
690,134,146,82,758,3
327,107,221,297,1758,5
327,107,221,297,196,0
327,107,221,297,100,0
327,107,221,297,260,0
327,107,221,297,782,1
327,107,221,297,196,0
327,107,221,297,100,0
327,107,221,297,260,0
327,107,221,297,781,1
246,195,146,428,2053,5
246,195,146,428,1460,2
246,195,146,428,1233,2
246,195,146,428,1234,2
246,195,146,428,1393,2
246,195,146,428,1394,2
246,195,146,428,1418,2
246,195,146,428,1420,2
246,195,146,428,1304,2
246,195,146,428,1303,2
246,195,146,428,1219,2
246,195,146,428,1217,2
246,195,146,428,1552,5
246,195,146,428,1324,2
246,195,146,428,1539,5
246,195,146,428,1537,5
246,195,146,428,1492,2
272,98,146,247,1851,5
368,25,146,256,1868,5
368,25,146,256,1160,2
368,25,146,256,38,4
368,25,146,256,438,0
368,25,146,256,193,4
368,25,146,256,6,4
671,162,146,7,1739,5
671,162,146,7,555,3
671,162,146,7,438,4
671,162,146,7,193,4
671,162,146,7,718,3
93,339,214,121,1612,5
93,339,214,121,84,0
93,339,214,121,100,0
93,339,214,121,37,0
93,339,214,121,172,0
93,339,214,121,193,0
93,339,214,121,300,0
93,339,214,121,296,0
93,339,214,121,317,0
93,339,214,121,411,0
93,339,214,121,438,0
93,339,214,121,451,0
93,339,214,121,1343,2
93,339,214,121,555,0
93,339,214,121,1368,2
93,339,214,121,686,1
93,339,214,121,1407,2
93,339,214,121,711,1
93,339,214,121,731,1
93,339,214,121,758,1
93,339,214,121,807,1
93,339,214,121,812,1
93,339,214,121,818,1
93,339,214,121,825,1
93,339,214,121,972,1
93,339,214,121,934,1
93,339,214,121,1053,1
93,339,214,121,1079,1
93,339,214,121,1109,1
584,107,221,313,1845,5
584,107,221,313,999,3
584,107,221,313,93,4
584,107,221,313,178,4
584,107,221,313,610,3
584,107,221,313,790,3
584,107,221,313,712,3
584,107,221,313,359,4
584,107,221,313,1282,2
584,107,221,313,223,4
584,107,221,313,999,3
584,107,221,313,93,4
584,107,221,313,178,4
584,107,221,313,610,3
584,107,221,313,790,3
584,107,221,313,712,3
584,107,221,313,359,4
584,107,221,313,1282,2
584,107,221,313,222,4
120,484,211,559,1612,5
120,484,211,559,79,0
120,484,211,559,315,0
120,484,211,559,317,0
120,484,211,559,438,0
120,484,211,559,451,0
120,484,211,559,555,0
120,484,211,559,595,1
120,484,211,559,678,1
120,484,211,559,790,1
120,484,211,559,808,1
120,484,211,559,903,1
120,484,211,559,973,1
120,484,211,559,1079,1
647,50,7,196,1951,5
148,335,68,438,1885,5
148,335,68,438,642,1
148,335,68,438,221,0
148,335,68,438,52,0
148,335,68,438,132,0
148,335,68,438,423,0
148,335,68,438,970,1
168,99,7,626,1785,5
168,99,7,626,815,1
168,99,7,626,463,0
168,99,7,626,411,0
168,99,7,626,52,0
168,99,7,626,324,0
168,99,7,626,678,1
168,99,7,626,790,1
168,99,7,626,398,0
168,99,7,626,565,0
168,99,7,626,521,0
168,99,7,626,878,1
168,99,7,626,63,0
168,99,7,626,972,1
151,108,146,89,1706,5
151,108,146,89,934,1
151,108,146,89,790,1
151,108,146,89,610,1
151,108,146,89,249,0
151,108,146,89,1507,5
501,194,98,493,1892,5
501,194,98,493,903,3
501,194,98,493,777,3
501,194,98,493,549,3
501,194,98,493,93,4
501,194,98,493,361,4
501,194,98,493,1558,5
501,194,98,493,199,4
399,340,206,148,1696,5
399,340,206,148,860,1
399,340,206,148,593,3
399,340,206,148,52,4
399,340,206,148,924,1
19,410,31,393,1709,5
19,410,31,393,454,0
19,410,31,393,750,1
19,410,31,393,749,1
19,410,31,393,610,1
19,410,31,393,1109,1
668,247,136,648,1793,5
668,247,136,648,866,3
668,247,136,648,438,4
668,247,136,648,193,4
668,247,136,648,539,3
668,247,136,648,1375,2
668,247,136,648,411,4
227,23,116,441,1780,5
227,23,116,441,691,1
227,23,116,441,838,1
227,23,116,441,389,0
227,23,116,441,345,0
227,23,116,441,134,0
227,23,116,441,335,0
227,23,116,441,574,0
227,23,116,441,627,1
227,23,116,441,193,0
227,23,116,441,438,0
665,284,237,58,1795,5
665,284,237,58,1540,2
665,284,237,58,193,4
665,284,237,58,904,3
334,399,146,550,1770,5
334,399,146,550,218,0
334,399,146,550,1123,2
334,399,146,550,667,3
334,399,146,550,704,3
334,399,146,550,705,3
334,399,146,550,647,3
334,399,146,550,1052,2
334,399,146,550,610,3
334,399,146,550,588,3
334,399,146,550,183,0
334,399,146,550,184,0
334,399,146,550,622,3
124,120,233,359,1660,5
124,120,233,359,255,0
124,120,233,359,317,0
124,120,233,359,376,0
124,120,233,359,438,0
124,120,233,359,451,0
124,120,233,359,539,0
124,120,233,359,648,1
124,120,233,359,676,1
124,120,233,359,818,1
124,120,233,359,876,1
124,120,233,359,891,1
124,120,233,359,973,1
124,120,233,359,1109,1
124,120,233,359,1172,1
477,218,220,445,1882,5
476,218,220,446,1882,5
480,148,146,405,1887,5
480,148,146,405,1062,2
480,148,146,405,0,4
398,456,146,330,2038,5
398,456,146,330,1461,2
398,456,146,330,1246,2
398,456,146,330,1455,2
398,456,146,330,1236,2
398,456,146,330,1220,2
398,456,146,330,1454,2
398,456,146,330,1248,2
695,219,159,489,1965,5
695,219,159,489,938,3
695,219,159,489,287,4
695,219,159,489,1703,5
14,190,146,661,1602,5
14,190,146,661,1151,1
14,190,146,661,634,1
14,190,146,661,172,0
14,190,146,661,527,0
381,395,146,259,1910,5
381,395,146,259,600,3
179,311,146,397,1715,5
636,395,208,628,1793,5
636,395,208,628,545,3
636,395,208,628,1147,2
180,424,146,656,1868,5
180,424,146,656,539,0
180,424,146,656,818,1
180,424,146,656,0,0
467,3,146,443,1673,5
467,3,146,443,44,4
146,201,85,225,1562,5
98,112,108,104,1697,5
98,112,108,104,1026,1
98,112,108,104,119,0
98,112,108,104,305,0
98,112,108,104,708,1
98,112,108,104,410,0
98,112,108,104,1185,1
98,112,108,104,603,1
98,112,108,104,969,1
98,112,108,104,598,1
98,112,108,104,1080,1
98,112,108,104,1072,1
98,112,108,104,201,0
98,112,108,104,1085,1
98,112,108,104,654,1
139,22,102,662,2062,5
139,22,102,662,1245,2
139,22,102,662,1264,2
139,22,102,662,0,0
138,285,146,402,1887,5
138,285,146,402,501,0
138,285,146,402,555,0
138,285,146,402,52,0
138,285,146,402,1150,1
539,107,221,310,1819,5
539,107,221,310,292,4
539,107,221,310,555,3
539,107,221,310,1453,2
539,107,221,310,551,3
539,107,221,310,292,4
539,107,221,310,555,3
539,107,221,310,1453,2
539,107,221,310,550,3
538,107,221,311,1819,5
538,107,221,311,818,3
538,107,221,311,835,3
538,107,221,311,292,4
538,107,221,311,658,3
538,107,221,311,646,3
538,107,221,311,932,3
538,107,221,311,539,3
538,107,221,311,173,4
538,107,221,311,1416,2
538,107,221,311,818,3
538,107,221,311,835,3
538,107,221,311,292,4
538,107,221,311,658,3
538,107,221,311,646,3
538,107,221,311,932,3
538,107,221,311,539,3
538,107,221,311,173,4
538,107,221,311,1415,2
683,26,146,33,1614,5
683,26,146,33,79,4
683,26,146,33,115,4
683,26,146,33,127,4
683,26,146,33,317,4
683,26,146,33,539,3
683,26,146,33,648,3
683,26,146,33,658,3
683,26,146,33,676,3
683,26,146,33,707,3
683,26,146,33,777,3
683,26,146,33,807,3
683,26,146,33,818,3
683,26,146,33,891,3
683,26,146,33,968,3
683,26,146,33,1079,2
683,26,146,33,1126,2
147,186,121,532,1916,5
147,186,121,532,818,1
147,186,121,532,835,1
147,186,121,532,0,0
147,186,121,532,540,0
147,186,121,532,795,1
147,186,121,532,1059,1
147,186,121,532,1267,2
147,186,121,532,53,0
147,186,121,532,350,0
371,49,146,593,1819,5
371,49,146,593,153,4
371,49,146,593,539,3
142,191,159,201,2019,5
57,276,207,468,1630,5
217,137,194,137,1578,5
217,137,194,137,18,0
217,137,194,137,1583,5
217,137,194,137,1586,5
217,137,194,137,20,0
216,137,194,137,1578,5
216,137,194,137,18,0
216,137,194,137,1583,5
216,137,194,137,1586,5
216,137,194,137,20,0
649,101,146,638,1599,5
649,101,146,638,354,4
649,101,146,638,758,3
649,101,146,638,1044,2
649,101,146,638,1919,5
649,101,146,638,158,4
649,101,146,638,553,3
649,101,146,638,514,3
649,101,146,638,818,3
649,101,146,638,411,4
649,101,146,638,757,3
649,101,146,638,0,4
558,172,7,162,1905,5
558,172,7,162,539,3
558,172,7,162,172,4
558,172,7,162,610,3
558,172,7,162,555,3
558,172,7,162,144,4
558,172,7,162,97,4
699,296,218,193,1792,5
699,296,218,193,1916,5
699,296,218,193,1861,5
699,296,218,193,1784,5
699,296,218,193,528,3
651,101,146,113,1998,5
651,101,146,113,995,3
651,101,146,113,758,3
651,101,146,113,1367,2
651,101,146,113,562,3
651,101,146,113,539,3
651,101,146,113,818,3
651,101,146,113,747,3
651,101,146,113,1722,5
651,101,146,113,620,3
651,101,146,113,578,3
651,101,146,113,37,4
651,101,146,113,0,4
382,102,168,159,1806,5
382,102,168,159,117,4
382,102,168,159,1011,1
382,102,168,159,828,1
382,102,168,159,1945,5
382,102,168,159,2056,5
382,102,168,159,1771,5
382,102,168,159,1961,5
86,342,31,713,1785,5
86,342,31,713,818,1
86,342,31,713,1096,1
86,342,31,713,454,0
86,342,31,713,436,0
86,342,31,713,711,1
86,342,31,713,322,0
85,342,31,713,1785,5
85,342,31,713,818,1
85,342,31,713,1096,1
85,342,31,713,454,0
85,342,31,713,436,0
85,342,31,713,711,1
85,342,31,713,322,0
432,93,102,177,1710,5
432,93,102,177,818,3
432,93,102,177,1081,2
721,29,192,607,1998,5
721,29,192,607,1225,2
230,107,221,320,1988,5
230,107,221,320,555,0
230,107,221,320,526,0
230,107,221,320,446,0
230,107,221,320,196,0
230,107,221,320,28,0
230,107,221,320,555,0
230,107,221,320,526,0
230,107,221,320,446,0
230,107,221,320,196,0
230,107,221,320,27,0
290,107,221,304,1793,5
290,107,221,304,818,1
290,107,221,304,93,0
290,107,221,304,323,0
290,107,221,304,935,1
290,107,221,304,818,1
290,107,221,304,93,0
290,107,221,304,323,0
290,107,221,304,934,1
225,290,90,142,1756,5
225,290,90,142,555,0
225,290,90,142,193,0
225,290,90,142,1368,2
225,290,90,142,934,1
225,290,90,142,1180,2
225,290,90,142,416,0
225,290,90,142,786,1
302,262,146,709,1845,5
302,262,146,709,52,0
302,262,146,709,870,1
302,262,146,709,895,1
302,262,146,709,767,1
302,262,146,709,37,0
302,262,146,709,428,0
302,262,146,709,1103,2
548,52,146,63,1584,5
548,52,146,63,1031,2
548,52,146,63,849,3
548,52,146,63,380,4
503,277,146,348,1905,5
503,277,146,348,438,4
503,277,146,348,529,3
503,277,146,348,193,4
503,277,146,348,686,3
503,277,146,348,52,4
503,277,146,348,324,4
450,107,221,314,1868,5
450,107,221,314,555,3
450,107,221,314,193,4
450,107,221,314,526,3
450,107,221,314,687,3
450,107,221,314,555,3
450,107,221,314,193,4
450,107,221,314,526,3
450,107,221,314,686,3
303,178,126,166,1868,5
303,178,126,166,1560,5
303,178,126,166,1372,2
303,178,126,166,1421,2
303,178,126,166,1326,2
303,178,126,166,1361,2
34,355,80,511,1597,5
396,261,66,383,1615,5
396,261,66,383,79,4
396,261,66,383,84,4
396,261,66,383,193,4
396,261,66,383,315,4
396,261,66,383,317,4
396,261,66,383,438,0
396,261,66,383,451,0
396,261,66,383,1343,2
396,261,66,383,539,3
396,261,66,383,648,3
396,261,66,383,662,3
396,261,66,383,747,3
396,261,66,383,972,1
396,261,66,383,973,1
396,261,66,383,1053,2
396,261,66,383,1079,2
396,261,66,383,1082,2
396,261,66,383,1102,2
71,240,146,74,1916,5
71,240,146,74,539,0
71,240,146,74,555,0
71,240,146,74,438,0
71,240,146,74,193,0
604,26,146,115,1615,5
604,26,146,115,84,4
604,26,146,115,193,4
604,26,146,115,317,4
604,26,146,115,1343,2
604,26,146,115,539,3
604,26,146,115,555,3
604,26,146,115,671,3
604,26,146,115,758,3
604,26,146,115,807,3
604,26,146,115,903,3
169,150,7,107,1637,5
169,150,7,107,593,1
169,150,7,107,818,1
169,150,7,107,903,1
169,150,7,107,973,1
169,150,7,107,746,1
169,150,7,107,324,0
27,440,196,613,1606,5
27,440,196,613,314,0
27,440,196,613,55,0
27,440,196,613,313,0
27,440,196,613,1886,5
27,440,196,613,816,1
27,440,196,613,0,0
463,275,146,84,1850,5
173,467,83,473,1712,5
478,246,165,100,1886,5
478,246,165,100,312,4
478,246,165,100,501,3
478,246,165,100,162,4
478,246,165,100,252,4
478,246,165,100,130,4
478,246,165,100,149,4
478,246,165,100,253,4
478,246,165,100,317,4
478,246,165,100,321,4
478,246,165,100,281,4
478,246,165,100,411,4
478,246,165,100,451,4
478,246,165,100,478,4
478,246,165,100,610,3
478,246,165,100,648,3
478,246,165,100,686,3
478,246,165,100,1407,2
478,246,165,100,747,3
478,246,165,100,799,3
479,246,165,100,1886,5
479,246,165,100,312,4
479,246,165,100,501,3
479,246,165,100,162,4
479,246,165,100,252,4
479,246,165,100,130,4
479,246,165,100,149,4
479,246,165,100,253,4
479,246,165,100,317,4
479,246,165,100,321,4
479,246,165,100,281,4
479,246,165,100,411,4
479,246,165,100,451,4
479,246,165,100,478,4
479,246,165,100,610,3
479,246,165,100,648,3
479,246,165,100,686,3
479,246,165,100,1407,2
479,246,165,100,747,3
479,246,165,100,799,3
157,173,31,544,1776,5
157,173,31,544,150,0
157,173,31,544,617,1
157,173,31,544,312,0
157,173,31,544,713,1
157,173,31,544,880,1
176,380,146,633,1691,5
176,380,146,633,52,0
176,380,146,633,746,1
176,380,146,633,1375,2
176,380,146,633,1474,2
176,380,146,633,1248,2
176,380,146,633,1486,2
176,380,146,633,324,0
186,72,146,407,1838,5
186,72,146,407,1405,2
705,26,146,545,1705,5
705,26,146,545,317,4
705,26,146,545,610,3
705,26,146,545,706,3
705,26,146,545,807,3
705,26,146,545,1079,2
625,55,146,64,1963,5
625,55,146,64,383,4
625,55,146,64,636,3
625,55,146,64,241,4
625,55,146,64,978,3
625,55,146,64,1069,2
471,404,37,135,1880,5
471,404,37,135,1118,2
471,404,37,135,1413,2
471,404,37,135,1542,5
471,404,37,135,1396,2
471,404,37,135,1284,2
471,404,37,135,1358,2
612,441,214,643,1615,5
612,441,214,643,401,4
612,441,214,643,451,4
612,441,214,643,1001,3
201,441,214,616,1581,5
201,441,214,616,79,0
201,441,214,616,168,0
201,441,214,616,287,0
201,441,214,616,429,0
201,441,214,616,451,0
201,441,214,616,649,1
201,441,214,616,648,1
623,456,146,332,2060,5
623,456,146,332,1510,2
623,456,146,332,1546,2
623,456,146,332,1434,2
623,456,146,332,1504,2
615,441,214,617,1615,5
615,441,214,617,79,4
615,441,214,617,118,4
615,441,214,617,173,4
615,441,214,617,171,4
615,441,214,617,451,4
615,441,214,617,806,3
615,441,214,617,807,3
615,441,214,617,818,3
615,441,214,617,1001,3
110,378,146,15,1673,5
110,378,146,15,47,0
110,378,146,15,1164,1
110,378,146,15,732,1
266,107,221,302,1793,5
266,107,221,302,691,1
266,107,221,302,93,0
266,107,221,302,906,1
266,107,221,302,691,1
266,107,221,302,93,0
266,107,221,302,905,1
568,208,71,202,1957,5
754,175,153,182,1734,5
754,175,153,182,196,4
754,175,153,182,1237,2
754,175,153,182,99,4
234,310,91,408,1785,5
234,310,91,408,438,0
234,310,91,408,96,0
234,310,91,408,172,0
226,484,211,344,1609,5
226,484,211,344,37,0
226,484,211,344,256,0
226,484,211,344,193,0
226,484,211,344,315,0
226,484,211,344,317,0
226,484,211,344,393,0
226,484,211,344,438,0
226,484,211,344,451,0
226,484,211,344,555,0
226,484,211,344,1368,2
226,484,211,344,648,1
226,484,211,344,684,1
226,484,211,344,758,1
226,484,211,344,1102,1
226,484,211,344,1149,2
249,250,183,707,1570,5
247,64,7,77,1756,5
247,64,7,77,193,0
247,64,7,77,919,1
247,64,7,77,562,0
247,64,7,77,568,0
247,64,7,77,158,0
247,64,7,77,95,0
247,64,7,77,529,0
247,64,7,77,27,0
247,64,7,77,10,0
247,64,7,77,1054,1
247,64,7,77,1458,2
247,64,7,77,1541,5
753,163,141,669,1758,5
753,163,141,669,1682,5
753,163,141,669,2034,5
753,163,141,669,1595,5
753,163,141,669,1205,2
753,163,141,669,1611,5
462,229,212,156,1677,5
596,157,146,57,1679,5
596,157,146,57,539,3
596,157,146,57,610,3
596,157,146,57,355,4
66,458,146,623,1887,5
66,458,146,623,173,0
66,458,146,623,539,0
66,458,146,623,1412,2
66,458,146,623,610,1
74,385,146,73,2000,5
74,385,146,73,1384,2
74,385,146,73,944,1
74,385,146,73,1479,5
135,107,221,298,1785,5
135,107,221,298,965,1
135,107,221,298,918,1
135,107,221,298,934,1
135,107,221,298,711,1
135,107,221,298,72,0
135,107,221,298,290,0
135,107,221,298,818,1
135,107,221,298,206,0
135,107,221,298,455,0
135,107,221,298,965,1
135,107,221,298,918,1
135,107,221,298,934,1
135,107,221,298,711,1
135,107,221,298,72,0
135,107,221,298,290,0
135,107,221,298,818,1
135,107,221,298,206,0
135,107,221,298,454,0
387,339,146,261,1637,5
387,339,146,261,183,4
387,339,146,261,184,4
387,339,146,261,300,4
387,339,146,261,310,4
387,339,146,261,539,3
387,339,146,261,610,3
387,339,146,261,747,3
387,339,146,261,934,1
387,339,146,261,1122,2
387,339,146,261,1157,2
387,339,146,261,1172,2
637,393,102,266,1948,5
109,324,12,398,1673,5
109,324,12,398,95,0
109,324,12,398,639,1
109,324,12,398,555,0
109,324,12,398,1158,1
673,353,146,377,1903,5
673,353,146,377,555,3
673,353,146,377,818,3
673,353,146,377,93,4
83,116,180,663,1652,5
83,116,180,663,825,1
732,171,164,160,1976,5
732,171,164,160,1098,2
732,171,164,160,1066,2
67,313,146,43,1563,5
67,313,146,43,2,0
67,313,146,43,3,0
67,313,146,43,1,0
67,313,146,43,540,0
67,313,146,43,1014,1
67,313,146,43,1017,1
67,313,146,43,1033,1
67,313,146,43,462,0
359,114,219,341,1778,5
359,114,219,341,509,3
359,114,219,341,542,3
359,114,219,341,533,3
359,114,219,341,985,1
359,114,219,341,339,0
359,114,219,341,747,3
359,114,219,341,1095,2
359,114,219,341,667,3
359,114,219,341,1186,2
359,114,219,341,522,3
359,114,219,341,531,3
359,114,219,341,1165,2
359,114,219,341,1158,2
359,114,219,341,1170,2
359,114,219,341,462,0
359,114,219,341,1013,1
359,114,219,341,1295,2
733,375,236,174,1767,5
733,375,236,174,539,3
733,375,236,174,1493,2
733,375,236,174,1404,2
733,375,236,174,1391,2
439,41,214,349,1608,5
439,41,214,349,118,4
439,41,214,349,255,4
439,41,214,349,456,4
439,41,214,349,539,3
439,41,214,349,610,3
439,41,214,349,774,3
439,41,214,349,807,3
439,41,214,349,808,3
439,41,214,349,825,3
439,41,214,349,826,3
439,41,214,349,934,3
439,41,214,349,938,3
439,41,214,349,1078,2
439,41,214,349,1079,2
439,41,214,349,1109,2
439,41,214,349,1172,2
629,484,211,533,1612,5
629,484,211,533,79,4
629,484,211,533,118,4
629,484,211,533,182,4
629,484,211,533,300,4
629,484,211,533,317,4
629,484,211,533,320,4
629,484,211,533,456,4
629,484,211,533,506,3
629,484,211,533,539,3
629,484,211,533,607,3
629,484,211,533,610,3
629,484,211,533,686,3
629,484,211,533,1407,2
629,484,211,533,740,3
629,484,211,533,747,3
629,484,211,533,790,3
629,484,211,533,807,3
629,484,211,533,808,3
629,484,211,533,825,3
629,484,211,533,831,3
629,484,211,533,891,3
629,484,211,533,958,3
629,484,211,533,972,3
629,484,211,533,934,3
629,484,211,533,938,3
629,484,211,533,1109,2
629,484,211,533,1111,2
629,484,211,533,1172,2
601,26,146,624,1614,5
601,26,146,624,79,4
601,26,146,624,37,4
601,26,146,624,118,4
601,26,146,624,317,4
601,26,146,624,539,3
601,26,146,624,555,3
601,26,146,624,1368,2
601,26,146,624,610,3
601,26,146,624,648,3
601,26,146,624,742,3
601,26,146,624,807,3
601,26,146,624,818,3
601,26,146,624,1129,2
621,449,130,143,2023,5
621,449,130,143,1249,2
621,449,130,143,1556,2
621,449,130,143,1251,2
621,449,130,143,1494,2
621,449,130,143,733,3
621,449,130,143,1193,2
621,449,130,143,1517,2
621,449,130,143,1307,2
621,449,130,143,1240,2
621,449,130,143,1410,2
621,449,130,143,1545,2
622,449,130,143,2023,5
622,449,130,143,1249,2
622,449,130,143,1556,2
622,449,130,143,1251,2
622,449,130,143,1494,2
622,449,130,143,733,3
622,449,130,143,1193,2
622,449,130,143,1517,2
622,449,130,143,1307,2
622,449,130,143,1240,2
622,449,130,143,1410,2
622,449,130,143,1545,2
485,351,193,195,1968,5
485,351,193,195,825,3
485,351,193,195,157,4
485,351,193,195,883,3
485,351,193,195,1311,2
122,266,146,98,1618,5
122,266,146,98,208,0
122,266,146,98,253,0
122,266,146,98,451,0
122,266,146,98,648,1
122,266,146,98,676,1
122,266,146,98,887,1
320,113,97,243,1755,5
566,443,214,133,1617,5
566,443,214,133,80,4
566,443,214,133,317,4
566,443,214,133,371,4
566,443,214,133,451,4
566,443,214,133,648,3
566,443,214,133,655,3
566,443,214,133,808,3
566,443,214,133,1079,2
341,456,102,329,2013,5
341,456,102,329,494,0
341,456,102,329,495,0
341,456,102,329,1544,5
341,456,102,329,1445,2
341,456,102,329,1314,2
751,124,77,92,1805,5
177,145,146,420,1612,5
177,145,146,420,220,0
177,145,146,420,299,0
177,145,146,420,276,0
177,145,146,420,315,0
177,145,146,420,317,0
177,145,146,420,500,0
177,145,146,420,649,1
177,145,146,420,648,1
177,145,146,420,747,1
177,145,146,420,774,1
177,145,146,420,808,1
177,145,146,420,989,1
177,145,146,420,934,1
177,145,146,420,1079,1
177,145,146,420,1109,1
177,145,146,420,1127,1
123,319,241,87,1964,5
390,339,146,47,1612,5
390,339,146,47,107,4
390,339,146,47,127,4
390,339,146,47,149,4
390,339,146,47,183,4
390,339,146,47,213,4
390,339,146,47,411,0
390,339,146,47,1343,2
390,339,146,47,490,0
390,339,146,47,610,3
390,339,146,47,649,3
390,339,146,47,686,3
390,339,146,47,1407,2
390,339,146,47,706,3
390,339,146,47,777,1
390,339,146,47,758,3
390,339,146,47,818,1
390,339,146,47,901,1
390,339,146,47,968,1
390,339,146,47,973,1
390,339,146,47,989,1
390,339,146,47,947,1
390,339,146,47,1043,1
390,339,146,47,1047,2
390,339,146,47,1050,2
390,339,146,47,1127,2
390,339,146,47,1124,2
428,174,218,237,1785,5
428,174,218,237,562,3
428,174,218,237,1013,2
428,174,218,237,938,3
428,174,218,237,747,3
704,178,117,167,2057,5
704,178,117,167,1379,2
704,178,117,167,1382,2
704,178,117,167,1424,2
708,46,146,552,1795,5
708,46,146,552,718,3
708,46,146,552,438,4
708,46,146,552,193,4
449,170,51,8,1868,5
449,170,51,8,1181,2
449,170,51,8,560,3
449,170,51,8,419,4
449,170,51,8,670,3
449,170,51,8,1418,2
449,170,51,8,866,3
449,170,51,8,97,4
449,170,51,8,686,3
449,170,51,8,0,4
591,215,44,181,1747,5
591,215,44,181,983,3
591,215,44,181,982,3
591,215,44,181,539,3
591,215,44,181,555,3
591,215,44,181,438,4
591,215,44,181,193,4
591,215,44,181,1186,2
591,215,44,181,840,3
591,215,44,181,929,3
562,107,221,318,1894,5
562,107,221,318,882,3
562,107,221,318,716,3
562,107,221,318,40,4
562,107,221,318,686,3
562,107,221,318,1332,2
562,107,221,318,882,3
562,107,221,318,716,3
562,107,221,318,40,4
562,107,221,318,686,3
562,107,221,318,1331,2
687,259,146,361,2007,5
687,259,146,361,1243,2
687,259,146,361,1244,2
687,259,146,361,1371,2
687,259,146,361,1438,2
687,259,146,361,1455,2
687,259,146,361,1425,2
687,259,146,361,1265,2
687,259,146,361,1288,2
687,259,146,361,1334,2
687,259,146,361,1495,2
687,259,146,361,1278,2
687,259,146,361,690,3
687,259,146,361,1198,2
687,259,146,361,1197,2
687,259,146,361,1226,2
642,301,207,539,1762,5
642,301,207,539,228,4
642,301,207,539,17,4
642,301,207,539,434,4
642,301,207,539,818,3
642,301,207,539,610,3
642,301,207,539,0,4
140,117,135,97,1768,5
140,117,135,97,818,1
140,117,135,97,835,1
140,117,135,97,658,1
140,117,135,97,1116,1
140,117,135,97,547,0
140,117,135,97,1009,1
140,117,135,97,454,0
140,117,135,97,686,1
140,117,135,97,628,1
140,117,135,97,1116,1
140,117,135,97,1073,1
140,117,135,97,634,1
536,107,221,290,1887,5
536,107,221,290,965,3
536,107,221,290,539,3
536,107,221,290,932,3
536,107,221,290,454,4
536,107,221,290,936,3
536,107,221,290,965,3
536,107,221,290,539,3
