advertiserurl,company,employmenttype_jobstatus,jobdescription,skills,cluster_predicted
536,107,221,290,932,3
536,107,221,290,454,4
536,107,221,290,934,3
141,126,162,96,1766,5
141,126,162,96,788,1
141,126,162,96,686,1
141,126,162,96,791,1
141,126,162,96,454,0
141,126,162,96,650,1
141,126,162,96,1009,1
141,126,162,96,818,1
141,126,162,96,539,0
141,126,162,96,965,1
342,439,73,632,1821,5
342,439,73,632,1285,2
342,439,73,632,1452,2
342,439,73,632,1002,1
342,439,73,632,818,1
342,439,73,632,454,0
656,254,146,447,2002,5
656,254,146,447,286,4
656,254,146,447,724,3
656,254,146,447,165,4
656,254,146,447,234,4
656,254,146,447,913,3
656,254,146,447,0,4
657,304,233,394,1702,5
657,304,233,394,802,3
657,304,233,394,644,3
657,304,233,394,153,4
657,304,233,394,818,3
657,304,233,394,539,3
657,304,233,394,835,3
657,304,233,394,1025,2
657,304,233,394,934,3
657,304,233,394,454,4
657,304,233,394,229,4
657,304,233,394,426,4
322,206,167,163,1761,5
322,206,167,163,117,0
322,206,167,163,1509,2
322,206,167,163,539,0
322,206,167,163,965,1
322,206,167,163,1009,1
322,206,167,163,599,3
252,179,222,575,1800,5
252,179,222,575,907,1
252,179,222,575,1349,2
273,106,146,557,1793,5
273,106,146,557,1263,2
273,106,146,557,446,0
273,106,146,557,1418,2
638,89,179,241,1603,5
638,89,179,241,1916,5
154,107,221,291,1605,5
154,107,221,291,815,1
154,107,221,291,793,1
154,107,221,291,417,0
154,107,221,291,815,1
154,107,221,291,793,1
154,107,221,291,416,0
660,357,146,224,1628,5
660,357,146,224,716,3
660,357,146,224,539,3
660,357,146,224,422,4
298,227,145,455,1615,5
298,227,145,455,81,0
298,227,145,455,82,0
298,227,145,455,111,0
298,227,145,455,114,0
298,227,145,455,246,0
298,227,145,455,315,0
298,227,145,455,317,0
298,227,145,455,283,0
298,227,145,455,366,0
298,227,145,455,367,0
298,227,145,455,401,0
298,227,145,455,438,0
298,227,145,455,539,0
298,227,145,455,555,3
298,227,145,455,747,1
298,227,145,455,773,1
298,227,145,455,807,1
298,227,145,455,829,1
298,227,145,455,1000,1
298,227,145,455,1075,2
298,227,145,455,1079,2
298,227,145,455,1145,2
644,107,221,312,1820,5
644,107,221,312,1297,2
644,107,221,312,758,3
644,107,221,312,686,3
644,107,221,312,716,3
644,107,221,312,1374,2
644,107,221,312,846,3
644,107,221,312,1297,2
644,107,221,312,758,3
644,107,221,312,686,3
644,107,221,312,716,3
644,107,221,312,1374,2
644,107,221,312,845,3
729,461,146,606,1798,5
729,461,146,606,956,3
729,461,146,606,1148,2
729,461,146,606,236,4
729,461,146,606,1063,2
362,461,146,208,1799,5
362,461,146,208,640,3
362,461,146,208,1006,1
362,461,146,208,1107,2
117,139,102,590,1690,5
118,139,102,590,1690,5
346,260,33,287,1637,5
346,260,33,287,955,1
346,260,33,287,566,3
346,260,33,287,818,1
346,260,33,287,107,0
346,260,33,287,610,3
346,260,33,287,947,1
599,209,46,335,1785,5
599,209,46,335,173,4
599,209,46,335,172,4
599,209,46,335,818,3
599,209,46,335,1456,2
77,456,146,326,2046,5
77,456,146,326,1371,2
77,456,146,326,1243,2
77,456,146,326,1242,2
77,456,146,326,1441,2
77,456,146,326,1474,2
500,419,118,640,1981,5
500,419,118,640,555,3
500,419,118,640,58,4
500,419,118,640,1088,2
500,419,118,640,900,3
712,420,53,363,1646,5
712,420,53,363,315,4
712,420,53,363,376,4
712,420,53,363,429,4
712,420,53,363,474,4
712,420,53,363,655,3
712,420,53,363,798,3
712,420,53,363,1067,2
712,420,53,363,1068,2
712,420,53,363,1112,2
712,420,53,363,1182,2
456,183,19,687,1874,5
456,183,19,687,1873,5
456,183,19,687,2009,5
456,183,19,687,1872,5
456,183,19,687,1667,5
456,183,19,687,1875,5
456,183,19,687,1034,2
456,183,19,687,438,4
456,183,19,687,1348,2
456,183,19,687,1870,5
25,392,112,22,2003,5
193,2,186,705,2031,5
193,2,186,705,1313,2
193,2,186,705,1274,2
193,2,186,705,1299,2
193,2,186,705,1273,2
193,2,186,705,1277,2
193,2,186,705,1350,2
193,2,186,705,1225,2
193,2,186,705,1354,2
193,2,186,705,1317,2
193,2,186,705,1443,2
193,2,186,705,1504,5
193,2,186,705,1433,2
193,2,186,705,1521,5
193,2,186,705,1350,2
17,333,31,483,2054,5
81,90,126,418,1612,5
81,90,126,418,123,0
81,90,126,418,19,0
178,409,120,404,1995,5
178,409,120,404,608,1
178,409,120,404,8,0
178,409,120,404,1528,5
178,409,120,404,1212,2
178,409,120,404,0,0
504,28,24,573,1908,5
504,28,24,573,1701,5
504,28,24,573,291,4
214,366,146,209,1730,5
8,37,146,244,1590,5
8,37,146,244,50,0
8,37,146,244,639,1
8,37,146,244,1115,1
8,37,146,244,1133,1
8,37,146,244,190,0
528,5,146,509,1923,5
528,5,146,509,1291,2
7,37,146,245,1590,5
7,37,146,245,50,0
7,37,146,245,639,1
7,37,146,245,1115,1
7,37,146,245,1133,1
7,37,146,245,190,0
707,379,102,551,1879,5
16,196,62,72,2006,5
16,196,62,72,1997,5
16,196,62,72,1772,5
669,425,146,390,1887,5
669,425,146,390,539,3
669,425,146,390,834,3
669,425,146,390,392,4
669,425,146,390,652,3
669,425,146,390,372,4
669,425,146,390,1531,2
442,372,147,138,1864,5
506,120,233,50,1693,5
506,120,233,50,266,4
506,120,233,50,189,4
506,120,233,50,317,4
506,120,233,50,376,4
506,120,233,50,438,4
506,120,233,50,451,4
506,120,233,50,607,3
506,120,233,50,649,3
506,120,233,50,648,3
506,120,233,50,808,3
506,120,233,50,810,3
506,120,233,50,876,3
506,120,233,50,891,3
506,120,233,50,909,3
506,120,233,50,1040,2
506,120,233,50,1079,2
338,214,240,192,1744,5
338,214,240,192,407,0
47,261,66,392,1615,5
47,261,66,392,79,0
47,261,66,392,84,0
47,261,66,392,317,0
47,261,66,392,1343,2
47,261,66,392,648,1
47,261,66,392,972,1
47,261,66,392,973,1
47,261,66,392,1053,1
47,261,66,392,1079,1
47,261,66,392,1102,1
377,56,200,322,1825,5
377,56,200,322,1343,2
377,56,200,322,84,4
377,56,200,322,446,0
377,56,200,322,1340,2
377,56,200,322,847,3
377,56,200,322,784,3
377,56,200,322,416,0
427,60,238,187,1610,5
427,60,238,187,1352,2
427,60,238,187,1301,2
427,60,238,187,1532,5
427,60,238,187,1337,2
38,110,219,371,1620,5
38,110,219,371,539,0
37,95,223,351,1620,5
37,95,223,351,672,1
37,95,223,351,87,0
37,95,223,351,88,0
37,95,223,351,89,0
37,95,223,351,840,1
424,164,43,216,1834,5
597,331,146,680,1856,5
597,331,146,680,1042,2
597,331,146,680,539,3
597,331,146,680,1559,2
597,331,146,680,1345,2
43,286,146,682,1785,5
43,286,146,682,1159,1
43,286,146,682,84,0
43,286,146,682,89,0
43,286,146,682,0,0
679,373,146,503,1619,5
679,373,146,503,300,4
679,373,146,503,301,4
679,373,146,503,277,4
679,373,146,503,317,4
679,373,146,503,610,3
679,373,146,503,648,3
679,373,146,503,686,3
679,373,146,503,1407,2
679,373,146,503,711,3
679,373,146,503,747,3
679,373,146,503,777,3
679,373,146,503,934,3
196,159,102,654,1720,5
196,159,102,654,833,1
196,159,102,654,303,0
196,159,102,654,1916,5
196,159,102,654,1861,5
196,159,102,654,1807,5
196,159,102,654,2031,5
196,159,102,654,167,0
737,14,113,524,2069,5
737,14,113,524,1382,2
737,14,113,524,1353,2
737,14,113,524,1520,2
737,14,113,524,1426,2
737,14,113,524,1312,2
737,14,113,524,2044,5
737,14,113,524,1534,2
737,14,113,524,1256,2
162,291,131,453,1711,5
162,291,131,453,815,1
162,291,131,453,593,1
162,291,131,453,497,0
162,291,131,453,964,1
162,291,131,453,818,1
162,291,131,453,1122,1
321,227,145,461,1607,5
321,227,145,461,79,0
321,227,145,461,111,0
321,227,145,461,114,0
321,227,145,461,146,0
321,227,145,461,204,0
321,227,145,461,300,0
321,227,145,461,301,0
321,227,145,461,277,0
321,227,145,461,317,0
321,227,145,461,500,0
321,227,145,461,539,3
321,227,145,461,610,3
321,227,145,461,648,3
321,227,145,461,676,3
321,227,145,461,698,3
321,227,145,461,747,1
321,227,145,461,773,1
321,227,145,461,807,1
321,227,145,461,808,1
321,227,145,461,813,1
321,227,145,461,971,1
321,227,145,461,1000,1
321,227,145,461,934,1
321,227,145,461,1046,1
321,227,145,461,1049,1
321,227,145,461,1052,2
321,227,145,461,1109,2
326,416,53,60,1928,5
325,416,53,60,1928,5
94,87,36,218,1659,5
94,87,36,218,242,0
94,87,36,218,340,0
94,87,36,218,116,0
94,87,36,218,495,0
94,87,36,218,1109,1
94,87,36,218,1121,1
94,87,36,218,1061,1
738,258,124,111,1979,5
738,258,124,111,1048,2
738,258,124,111,1101,2
96,6,102,158,1716,5
96,6,102,158,1761,5
96,6,102,158,466,0
96,6,102,158,434,0
96,6,102,158,396,0
96,6,102,158,1009,1
96,6,102,158,1029,1
96,6,102,158,577,1
96,6,102,158,78,0
96,6,102,158,694,1
96,6,102,158,413,0
96,6,102,158,226,0
96,6,102,158,646,1
96,6,102,158,1060,1
96,6,102,158,1022,1
96,6,102,158,744,1
96,6,102,158,818,1
96,6,102,158,539,0
96,6,102,158,788,1
96,6,102,158,854,1
96,6,102,158,1479,5
578,332,146,68,1914,5
578,332,146,68,438,4
578,332,146,68,507,3
578,332,146,68,1010,2
578,332,146,68,771,3
578,332,146,68,994,3
578,332,146,68,570,3
578,332,146,68,216,4
578,332,146,68,1179,2
578,332,146,68,1341,2
578,332,146,68,203,4
578,332,146,68,170,4
578,332,146,68,193,4
578,332,146,68,625,3
161,146,214,49,1568,5
452,339,146,211,1612,5
452,339,146,211,100,4
452,339,146,211,118,4
452,339,146,211,127,4
452,339,146,211,315,4
452,339,146,211,317,4
452,339,146,211,376,4
452,339,146,211,401,4
452,339,146,211,411,4
452,339,146,211,555,3
452,339,146,211,1368,2
452,339,146,211,610,3
452,339,146,211,648,3
452,339,146,211,686,3
452,339,146,211,1407,2
452,339,146,211,758,3
452,339,146,211,891,3
452,339,146,211,972,3
452,339,146,211,1079,2
389,455,53,622,1803,5
389,455,53,622,610,3
389,455,53,622,281,4
389,455,53,622,187,4
389,455,53,622,221,4
389,455,53,622,128,4
389,455,53,622,686,3
389,455,53,622,790,3
389,455,53,622,210,4
389,455,53,622,896,3
389,455,53,622,897,3
389,455,53,622,149,4
389,455,53,622,777,3
389,455,53,622,903,3
389,455,53,622,758,3
389,455,53,622,1122,2
634,261,214,384,1685,5
634,261,214,384,253,4
634,261,214,384,193,4
634,261,214,384,438,4
634,261,214,384,451,4
634,261,214,384,610,3
634,261,214,384,648,3
634,261,214,384,971,3
634,261,214,384,1172,2
745,54,146,149,1986,5
745,54,146,149,59,4
745,54,146,149,610,3
383,38,146,553,1612,5
383,38,146,553,160,4
383,38,146,553,255,4
383,38,146,553,415,4
383,38,146,553,438,4
383,38,146,553,509,3
383,38,146,553,539,3
383,38,146,553,555,3
383,38,146,553,610,3
383,38,146,553,706,3
383,38,146,553,707,3
383,38,146,553,763,3
383,38,146,553,808,3
383,38,146,553,876,3
383,38,146,553,967,1
383,38,146,553,934,3
383,38,146,553,1109,2
411,111,74,465,1795,5
411,111,74,465,871,3
411,111,74,465,882,3
411,111,74,465,867,3
411,111,74,465,718,3
411,111,74,465,427,4
645,343,143,696,1855,5
645,343,143,696,1184,2
645,343,143,696,1344,2
645,343,143,696,263,4
645,343,143,696,467,4
418,138,146,714,1658,5
317,140,225,583,2030,5
317,140,225,583,446,0
317,140,225,583,742,3
317,140,225,583,170,0
317,140,225,583,175,0
317,140,225,583,769,3
317,140,225,583,674,3
317,140,225,583,0,4
755,110,233,677,2027,5
755,110,233,677,743,3
59,300,30,694,1635,5
360,420,53,365,1617,5
360,420,53,365,127,4
360,420,53,365,168,0
360,420,53,365,315,0
360,420,53,365,317,0
360,420,53,365,555,3
360,420,53,365,607,3
360,420,53,365,610,3
360,420,53,365,648,3
360,420,53,365,678,3
360,420,53,365,711,3
360,420,53,365,807,1
360,420,53,365,876,1
360,420,53,365,921,1
360,420,53,365,1079,2
360,420,53,365,1109,2
360,420,53,365,1102,2
192,245,146,226,1931,5
588,428,146,585,1935,5
436,207,31,594,2046,5
697,474,146,19,1846,5
697,474,146,19,555,3
633,127,203,535,1984,5
633,127,203,535,39,4
633,127,203,535,555,3
633,127,203,535,48,4
633,127,203,535,1419,2
183,105,214,102,1609,5
183,105,214,102,63,0
183,105,214,102,84,0
183,105,214,102,172,0
183,105,214,102,317,0
183,105,214,102,469,0
183,105,214,102,1343,2
183,105,214,102,555,0
183,105,214,102,648,1
183,105,214,102,684,1
183,105,214,102,747,1
183,105,214,102,808,1
183,105,214,102,809,1
183,105,214,102,958,1
183,105,214,102,972,1
183,105,214,102,1172,1
466,107,221,321,2020,5
466,107,221,321,92,4
466,107,221,321,555,3
466,107,221,321,718,3
466,107,221,321,97,4
466,107,221,321,1551,5
466,107,221,321,1238,2
466,107,221,321,140,4
466,107,221,321,612,3
466,107,221,321,174,4
466,107,221,321,737,3
466,107,221,321,1414,2
466,107,221,321,1490,2
466,107,221,321,485,3
466,107,221,321,1106,2
466,107,221,321,954,3
466,107,221,321,92,4
466,107,221,321,555,3
466,107,221,321,718,3
466,107,221,321,97,4
466,107,221,321,1551,5
466,107,221,321,1238,2
466,107,221,321,140,4
466,107,221,321,612,3
466,107,221,321,174,4
466,107,221,321,737,3
466,107,221,321,1414,2
466,107,221,321,1490,2
466,107,221,321,485,3
466,107,221,321,1106,2
466,107,221,321,953,3
713,269,146,184,1938,5
713,269,146,184,440,4
713,269,146,184,563,3
713,269,146,184,11,4
713,269,146,184,45,4
713,269,146,184,893,3
277,189,146,78,1656,5
277,189,146,78,211,0
277,189,146,78,193,0
277,189,146,78,405,0
277,189,146,78,416,0
277,189,146,78,446,0
277,189,146,78,502,0
277,189,146,78,538,0
277,189,146,78,539,0
277,189,146,78,555,0
277,189,146,78,572,0
277,189,146,78,805,1
277,189,146,78,866,1
277,189,146,78,882,1
277,189,146,78,885,1
277,189,146,78,976,1
277,189,146,78,992,1
277,189,146,78,1013,1
277,189,146,78,934,1
204,61,146,543,1785,5
204,61,146,543,63,0
204,61,146,543,555,0
30,404,102,683,1994,5
30,404,102,683,1435,2
30,404,102,683,1292,2
30,404,102,683,1395,2
710,80,163,222,1962,5
710,80,163,222,56,4
710,80,163,222,886,3
339,260,31,701,1927,5
339,260,31,701,809,3
339,260,31,701,1144,2
472,404,156,574,1880,5
472,404,156,574,765,3
472,404,156,574,63,4
472,404,156,574,1144,2
202,441,214,615,1646,5
202,441,214,615,168,0
202,441,214,615,451,0
202,441,214,615,610,1
202,441,214,615,649,1
202,441,214,615,648,1
202,441,214,615,812,1
202,441,214,615,973,1
202,441,214,615,1052,1
512,223,97,170,1907,5
512,223,97,170,1884,5
716,261,214,385,1612,5
716,261,214,385,193,4
716,261,214,385,438,4
716,261,214,385,451,4
716,261,214,385,649,3
716,261,214,385,818,3
29,294,214,151,1732,5
29,294,214,151,492,0
29,294,214,151,493,0
29,294,214,151,958,1
470,404,173,136,1881,5
470,404,173,136,765,3
470,404,173,136,137,4
470,404,173,136,164,4
470,404,173,136,285,4
470,404,173,136,296,4
470,404,173,136,63,4
470,404,173,136,972,3
470,404,173,136,1144,2
470,404,173,136,764,3
153,139,114,584,1713,5
256,325,31,664,2024,5
256,325,31,664,1371,2
256,325,31,664,1554,5
256,325,31,664,925,1
256,325,31,664,1372,2
256,325,31,664,438,0
256,325,31,664,1296,2
286,126,162,16,1795,5
286,126,162,16,438,0
286,126,162,16,193,0
286,126,162,16,873,1
286,126,162,16,934,1
286,126,162,16,711,1
286,126,162,16,1276,2
286,126,162,16,206,0
286,126,162,16,346,0
286,126,162,16,866,1
286,126,162,16,882,1
313,292,14,681,1718,5
313,292,14,681,584,3
574,107,221,308,1807,5
574,107,221,308,613,3
574,107,221,308,484,3
574,107,221,308,173,4
574,107,221,308,820,3
574,107,221,308,613,3
574,107,221,308,484,3
574,107,221,308,173,4
574,107,221,308,818,3
573,107,221,309,1807,5
573,107,221,309,613,3
573,107,221,309,484,3
573,107,221,309,173,4
573,107,221,309,820,3
573,107,221,309,613,3
573,107,221,309,484,3
573,107,221,309,173,4
573,107,221,309,818,3
549,107,221,295,1677,5
549,107,221,295,610,3
549,107,221,295,359,4
549,107,221,295,1381,2
549,107,221,295,819,3
549,107,221,295,610,3
549,107,221,295,359,4
549,107,221,295,1381,2
549,107,221,295,818,3
534,415,214,124,1678,5
534,415,214,124,1327,2
534,415,214,124,1319,2
534,415,214,124,1479,2
534,415,214,124,778,3
113,450,159,484,1677,5
113,450,159,484,2039,5
113,450,159,484,2051,5
112,320,211,386,1677,5
112,320,211,386,317,0
112,320,211,386,610,1
112,320,211,386,648,1
112,320,211,386,770,1
112,320,211,386,807,1
112,320,211,386,813,1
112,320,211,386,818,1
112,320,211,386,971,1
112,320,211,386,1001,1
112,320,211,386,934,1
112,320,211,386,1109,1
112,320,211,386,1127,1
112,320,211,386,1122,1
367,94,146,134,1807,5
319,266,146,540,1612,5
319,266,146,540,220,0
319,266,146,540,253,0
319,266,146,540,317,0
319,266,146,540,357,0
319,266,146,540,411,0
319,266,146,540,451,0
319,266,146,540,607,3
319,266,146,540,610,3
319,266,146,540,648,3
319,266,146,540,807,1
319,266,146,540,818,1
319,266,146,540,891,1
319,266,146,540,972,1
319,266,146,540,988,1
319,266,146,540,1001,1
319,266,146,540,1035,1
319,266,146,540,1038,1
319,266,146,540,1079,2
319,266,146,540,1109,2
319,266,146,540,1172,2
624,369,146,191,1888,5
624,369,146,191,822,3
624,369,146,191,172,4
624,369,146,191,173,4
624,369,146,191,1413,2
624,369,146,191,610,3
624,369,146,191,1172,2
420,197,4,324,1825,5
420,197,4,324,1190,2
420,197,4,324,10,4
749,451,139,621,1992,5
749,451,139,621,172,4
749,451,139,621,1346,2
415,384,146,717,2028,5
415,384,146,717,1911,5
415,384,146,717,743,3
415,384,146,717,1042,2
415,384,146,717,562,3
416,384,146,717,2028,5
416,384,146,717,1911,5
416,384,146,717,743,3
416,384,146,717,1042,2
416,384,146,717,562,3
750,363,146,670,1992,5
750,363,146,670,670,3
750,363,146,670,10,4
750,363,146,670,172,4
750,363,146,670,1343,2
750,363,146,670,84,4
750,363,146,670,1183,2
237,148,146,141,1793,5
237,148,146,141,446,0
237,148,146,141,196,0
237,148,146,141,871,1
237,148,146,141,718,1
228,14,146,0,1756,5
228,14,146,0,193,0
228,14,146,0,555,0
228,14,146,0,100,0
228,14,146,0,872,1
228,14,146,0,52,0
228,14,146,0,818,1
228,14,146,0,893,1
532,26,146,35,1615,5
532,26,146,35,79,4
532,26,146,35,127,4
532,26,146,35,317,4
532,26,146,35,353,4
532,26,146,35,539,3
532,26,146,35,582,3
532,26,146,35,648,3
532,26,146,35,658,3
532,26,146,35,686,3
532,26,146,35,1407,2
532,26,146,35,747,3
532,26,146,35,790,3
532,26,146,35,818,3
532,26,146,35,891,3
532,26,146,35,913,3
532,26,146,35,971,3
532,26,146,35,934,3
532,26,146,35,1126,2
358,247,102,366,1789,5
291,79,146,262,1887,5
291,79,146,262,555,0
291,79,146,262,642,1
454,383,179,698,1869,5
454,383,179,698,756,3
454,383,179,698,200,4
454,383,179,698,510,3
454,383,179,698,985,2
454,383,179,698,338,4
454,383,179,698,1186,2
454,383,179,698,552,3
454,383,179,698,0,4
734,375,48,706,1888,5
734,375,48,706,2068,5
734,375,48,706,539,3
734,375,48,706,555,3
734,375,48,706,509,3
734,375,48,706,934,3
734,375,48,706,1392,2
572,197,31,517,2047,5
572,197,31,517,1433,2
572,197,31,517,1536,2
572,197,31,517,1485,2
572,197,31,517,1446,2
572,197,31,517,1438,2
572,197,31,517,1504,2
646,17,146,395,1854,5
646,17,146,395,349,4
646,17,146,395,888,3
646,17,146,395,940,3
646,17,146,395,775,3
646,17,146,395,296,4
646,17,146,395,725,3
646,17,146,395,937,3
646,17,146,395,1028,3
646,17,146,395,1661,5
646,17,146,395,1005,3
646,17,146,395,9,4
646,17,146,395,948,3
646,17,146,395,0,4
379,445,146,569,1871,5
611,447,146,440,1673,5
611,447,146,440,10,4
611,447,146,440,539,3
611,447,146,440,555,3
611,447,146,440,1186,2
611,447,146,440,1429,2
540,391,151,547,1959,5
540,391,151,547,480,3
540,391,151,547,1464,2
540,391,151,547,1356,2
144,261,66,391,1615,5
144,261,66,391,79,0
144,261,66,391,107,0
144,261,66,391,182,0
144,261,66,391,193,0
144,261,66,391,287,0
144,261,66,391,292,0
144,261,66,391,317,0
144,261,66,391,454,0
144,261,66,391,438,0
144,261,66,391,451,0
144,261,66,391,539,0
144,261,66,391,648,1
144,261,66,391,658,1
144,261,66,391,711,1
144,261,66,391,807,1
144,261,66,391,808,1
144,261,66,391,818,1
144,261,66,391,934,1
144,261,66,391,1111,1
143,261,214,380,1681,5
143,261,214,380,300,0
143,261,214,380,454,0
143,261,214,380,438,0
143,261,214,380,451,0
143,261,214,380,711,1
102,325,137,549,1663,5
136,100,146,95,1812,5
136,100,146,95,913,1
136,100,146,95,836,1
136,100,146,95,949,1
99,267,158,588,1878,5
145,350,53,274,1704,5
145,350,53,274,1447,2
145,350,53,274,1321,2
145,350,53,274,913,1
145,350,53,274,818,1
145,350,53,274,0,0
132,336,226,227,2011,5
132,336,226,227,1469,2
132,336,226,227,913,1
132,336,226,227,1074,1
613,441,214,283,1620,5
613,441,214,283,315,4
613,441,214,283,451,4
613,441,214,283,1343,2
613,441,214,283,607,3
613,441,214,283,706,3
613,441,214,283,731,3
613,441,214,283,807,3
613,441,214,283,812,3
613,441,214,283,1001,3
613,441,214,283,1052,2
316,107,221,292,1674,5
316,107,221,292,47,0
316,107,221,292,49,0
316,107,221,292,555,3
316,107,221,292,370,0
316,107,221,292,938,1
316,107,221,292,438,0
316,107,221,292,194,0
316,107,221,292,47,0
316,107,221,292,49,0
316,107,221,292,555,3
316,107,221,292,370,0
316,107,221,292,938,1
316,107,221,292,438,0
316,107,221,292,193,0
378,255,146,368,1620,5
378,255,146,368,670,3
209,377,226,249,1677,5
209,377,226,249,172,0
209,377,226,249,170,0
209,377,226,249,304,0
209,377,226,249,404,0
209,377,226,249,357,0
209,377,226,249,755,1
209,377,226,249,859,1
209,377,226,249,610,1
188,307,6,555,1607,5
188,307,6,555,107,0
188,307,6,555,111,0
188,307,6,555,118,0
188,307,6,555,204,0
188,307,6,555,246,0
188,307,6,555,255,0
188,307,6,555,300,0
188,307,6,555,321,0
188,307,6,555,329,0
188,307,6,555,353,0
188,307,6,555,451,0
188,307,6,555,489,0
188,307,6,555,509,0
188,307,6,555,610,1
188,307,6,555,648,1
188,307,6,555,669,1
188,307,6,555,698,1
188,307,6,555,706,1
188,307,6,555,747,1
188,307,6,555,777,1
188,307,6,555,813,1
188,307,6,555,887,1
188,307,6,555,989,1
188,307,6,555,934,1
188,307,6,555,938,1
188,307,6,555,1039,1
188,307,6,555,1052,1
188,307,6,555,1070,1
188,307,6,555,1145,2
188,307,6,555,1156,2
114,386,146,564,1686,5
114,386,146,564,747,1
114,386,146,564,454,0
114,386,146,564,207,0
114,386,146,564,2043,5
433,96,1,491,1889,5
426,185,61,702,1837,5
426,185,61,702,680,3
426,185,61,702,679,3
426,185,61,702,751,3
425,185,61,702,1837,5
425,185,61,702,680,3
425,185,61,702,679,3
425,185,61,702,751,3
486,327,146,161,1891,5
486,327,146,161,1527,2
486,327,146,161,942,3
486,327,146,161,0,4
515,463,177,467,1868,5
515,463,177,467,511,3
515,463,177,467,1967,5
515,463,177,467,1162,2
515,463,177,467,177,4
515,463,177,467,539,3
515,463,177,467,818,3
515,463,177,467,1756,5
515,463,177,467,193,4
515,463,177,467,842,3
515,463,177,467,1932,5
515,463,177,467,1036,2
515,463,177,467,758,3
515,463,177,467,562,3
648,483,66,242,1598,5
648,483,66,242,149,4
648,483,66,242,317,4
648,483,66,242,454,4
648,483,66,242,539,3
648,483,66,242,648,3
648,483,66,242,711,3
648,483,66,242,818,3
648,483,66,242,989,3
648,483,66,242,934,3
648,483,66,242,1109,2
405,403,146,492,1827,5
423,71,146,179,1833,5
423,71,146,179,482,3
423,71,146,179,34,4
39,133,102,37,1566,5
413,323,146,672,2027,5
413,323,146,672,1423,2
413,323,146,672,1214,2
413,323,146,672,1397,2
413,323,146,672,1409,2
413,323,146,672,1285,2
409,228,31,323,1989,5
409,228,31,323,532,3
409,228,31,323,539,3
409,228,31,323,743,3
680,259,146,362,1587,5
680,259,146,362,743,3
680,259,146,362,1213,2
680,259,146,362,1191,2
404,452,146,436,2016,5
404,452,146,436,1344,2
404,452,146,436,1508,2
404,452,146,436,0,4
375,457,146,255,1887,5
375,457,146,255,539,3
375,457,146,255,180,4
752,370,146,108,2018,5
497,371,146,697,1900,5
156,217,217,652,1711,5
28,16,126,409,1589,5
28,16,126,409,1239,1
28,16,126,409,1376,2
28,16,126,409,306,0
159,456,146,327,2017,5
159,456,146,327,1555,5
159,456,146,327,1227,2
159,456,146,327,1504,5
159,456,146,327,1351,2
160,456,146,328,2017,5
160,456,146,328,1514,5
160,456,146,328,1287,2
160,456,146,328,1555,5
160,456,146,328,1227,2
160,456,146,328,1504,5
182,398,46,171,1687,5
182,398,46,171,815,1
182,398,46,171,903,1
182,398,46,171,864,1
182,398,46,171,324,0
175,324,12,581,1711,5
175,324,12,581,709,1
175,324,12,581,520,0
175,324,12,581,254,0
175,324,12,581,1125,1
175,324,12,581,416,0
175,324,12,581,1177,2
175,324,12,581,1120,1
175,324,12,581,772,1
175,324,12,581,703,1
175,324,12,581,702,1
175,324,12,581,391,0
175,324,12,581,1143,2
175,324,12,581,478,0
175,324,12,581,0,0
374,267,214,254,1878,5
689,81,146,357,1615,5
689,81,146,357,317,4
689,81,146,357,329,4
689,81,146,357,509,3
689,81,146,357,539,3
689,81,146,357,555,3
689,81,146,357,1368,2
689,81,146,357,678,3
689,81,146,357,686,3
689,81,146,357,1407,2
689,81,146,357,729,3
689,81,146,357,731,3
689,81,146,357,1001,3
689,81,146,357,1079,2
569,107,87,300,1791,5
569,107,87,300,1019,2
569,107,87,300,686,3
569,107,87,300,352,4
569,107,87,300,1019,2
569,107,87,300,686,3
569,107,87,300,351,4
674,110,219,516,1785,5
674,110,219,516,1013,3
674,110,219,516,462,4
366,236,91,580,1801,5
366,236,91,580,573,3
366,236,91,580,513,3
366,236,91,580,926,1
366,236,91,580,840,3
89,227,145,454,1642,5
89,227,145,454,315,0
89,227,145,454,329,0
89,227,145,454,366,0
89,227,145,454,368,0
89,227,145,454,506,0
89,227,145,454,555,0
89,227,145,454,696,1
89,227,145,454,829,1
89,227,145,454,1000,1
89,227,145,454,1079,1
89,227,145,454,1145,1
380,178,8,168,2052,5
380,178,8,168,1229,2
380,178,8,168,1421,2
380,178,8,168,1450,2
502,426,233,494,1905,5
502,426,233,494,193,4
502,426,233,494,438,4
502,426,233,494,555,3
236,139,12,212,2036,5
236,139,12,212,1417,2
236,139,12,212,1459,2
236,139,12,212,1477,2
236,139,12,212,1261,2
236,139,12,212,23,0
236,139,12,212,1251,2
236,139,12,212,1229,2
236,139,12,212,1230,2
236,139,12,212,1471,2
236,139,12,212,1328,2
570,107,221,307,1793,5
570,107,221,307,1104,2
570,107,221,307,610,3
570,107,221,307,416,4
570,107,221,307,839,3
570,107,221,307,1104,2
570,107,221,307,610,3
570,107,221,307,416,4
570,107,221,307,838,3
499,456,146,331,2015,5
499,456,146,331,1473,2
499,456,146,331,1372,2
675,62,146,649,1795,5
675,62,146,649,1219,2
675,62,146,649,1253,2
675,62,146,649,1377,2
675,62,146,649,1236,2
675,62,146,649,1442,2
675,62,146,649,1229,2
675,62,146,649,1475,2
